Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
1;223;2.500;3.500;-3.600;;-3.435;-51.777;-85.24;24.171;43.898;-140.87;66.171;-5.383;-11.45;35.777;
1;224;3.000;3.500;-3.600;;9.926;-40.315;-55.79;25.120;27.769;-137.43;70.151;11.648;-15.59;29.252;
1;225;3.500;3.500;-3.600;;2.390;-6.722;-86.19;4.556;44.969;129.25;76.850;4.531;-15.00;36.159;
1;226;4.000;3.500;-3.600;;1.413;-27.556;81.24;14.484;29.811;173.80;79.451;2.147;-9.87;38.652;
1;227;4.500;3.500;-3.600;;0.873;-43.361;82.03;22.117;23.263;176.99;73.198;1.083;-6.14;36.057;
1;228;5.000;3.500;-3.600;;-0.381;-57.484;84.78;28.551;25.823;-179.41;69.862;0.167;-4.85;34.847;
1;229;5.500;3.500;-3.600;;-3.794;-73.036;87.96;34.621;32.754;-158.70;70.743;-0.508;-3.87;35.626;
1;230;6.000;3.500;-3.600;;-5.257;-70.199;-84.43;32.471;39.093;-104.08;73.309;9.771;-5.23;31.769;
1;231;6.500;3.500;-3.600;;-0.977;-52.833;-89.62;25.928;16.981;89.60;78.875;4.519;-6.05;37.178;
1;232;7.000;3.500;-3.600;;-0.695;-56.498;89.16;27.901;4.627;155.41;82.523;2.508;-3.28;40.007;
1;233;7.500;3.500;-3.600;;-0.630;-58.665;88.70;29.018;2.702;146.46;81.409;1.947;-0.41;39.731;
1;234;8.000;3.500;-3.600;;-0.939;-59.692;88.52;29.376;2.080;126.00;81.745;2.409;2.32;39.668;
1;235;8.500;3.500;-3.600;;-1.803;-59.903;88.15;29.050;14.223;116.91;78.220;4.213;4.81;37.003;
1;236;9.000;3.500;-3.600;;-6.248;-73.227;85.27;33.490;39.873;-83.02;73.364;9.535;3.93;31.914;
1;237;9.500;3.500;-3.600;;-3.704;-73.532;-89.84;34.914;25.235;-13.55;71.465;0.053;2.81;35.706;
1;238;10.000;3.500;-3.600;;-1.070;-62.008;-87.88;30.469;19.698;0.67;70.788;0.471;3.84;35.158;
1;239;10.500;3.500;-3.600;;-0.176;-51.660;-86.69;25.742;17.622;3.40;73.389;1.246;5.31;36.072;
1;240;11.000;3.500;-3.600;;0.259;-40.240;-87.77;20.249;22.102;6.06;78.167;2.292;9.21;37.937;
1;241;11.500;3.500;-3.600;;1.845;-25.875;86.65;13.860;35.973;59.59;73.177;4.816;14.68;34.181;
1;242;12.000;3.500;-3.600;;2.270;-60.088;70.43;31.179;40.362;-58.82;64.184;4.476;16.46;29.854;
1;243;12.500;3.500;-3.600;;-4.750;-67.132;-87.74;31.191;54.827;-33.41;60.948;-8.950;16.84;34.949;
1;244;13.000;3.500;-3.600;;1.111;-42.428;-79.78;21.770;41.578;-3.11;61.826;-6.347;20.09;34.087;
1;245;13.500;3.500;-3.600;;4.938;-22.280;-65.95;13.609;34.844;0.61;75.118;-4.922;21.42;40.020;
1;246;14.000;3.500;-3.600;;12.716;-5.819;-35.00;9.268;42.275;4.61;95.643;-9.729;26.32;52.686;
1;247;14.500;3.500;-3.600;;33.460;4.412;-3.67;14.524;58.053;34.92;90.725;-18.609;35.79;54.667;
1;248;15.000;3.500;-3.600;;64.880;10.661;16.85;27.110;45.494;12.48;36.953;-42.157;45.99;39.555;
1;249;0.000;4.000;-3.600;;96.455;-1.656;-18.85;49.056;132.407;173.99;421.960;72.838;-18.99;174.561;
1;250;0.500;4.000;-3.600;;43.968;-1.212;-3.64;22.590;80.206;164.78;236.025;9.737;-9.31;113.144;
1;251;1.000;4.000;-3.600;;6.160;-0.500;11.74;3.330;49.294;-172.19;130.171;0.738;-0.84;64.717;
1;252;1.500;4.000;-3.600;;0.255;-13.859;80.94;7.057;47.375;-179.29;86.341;-2.311;-0.03;44.326;
1;253;2.000;4.000;-3.600;;0.997;-32.813;86.87;16.905;48.953;171.50;61.364;-1.058;0.11;31.211;
1;254;2.500;4.000;-3.600;;1.245;-70.989;-87.38;36.117;86.305;-163.58;34.691;-8.239;-9.72;21.465;
1;255;3.000;4.000;-3.600;;34.875;-67.578;-46.21;51.226;164.697;-170.72;104.675;10.731;-28.22;46.972;
1;256;3.500;4.000;-3.600;;12.739;-1.942;5.78;7.341;115.643;160.73;120.263;0.638;-5.67;59.812;
1;257;4.000;4.000;-3.600;;1.170;-26.032;79.55;13.601;71.767;-173.70;85.815;-0.053;0.19;42.934;
1;258;4.500;4.000;-3.600;;0.143;-42.543;82.89;21.343;67.169;-179.95;71.853;-1.154;0.09;36.504;
1;259;5.000;4.000;-3.600;;1.319;-58.298;85.01;29.808;65.247;176.73;62.494;-0.767;-0.17;31.630;
1;260;5.500;4.000;-3.600;;0.383;-84.691;89.09;42.537;79.095;-179.55;51.257;-4.203;-3.33;27.730;
1;261;6.000;4.000;-3.600;;-9.887;-78.567;-75.27;34.340;103.090;-146.35;88.852;12.019;-11.05;38.416;
1;262;6.500;4.000;-3.600;;-1.035;-46.694;87.91;22.830;43.836;141.57;100.987;0.187;-3.50;50.400;
1;263;7.000;4.000;-3.600;;0.451;-56.135;88.95;28.293;15.955;-169.51;85.434;-0.213;0.15;42.823;
1;264;7.500;4.000;-3.600;;-0.304;-58.783;89.02;29.239;10.584;177.81;81.727;-1.149;0.01;41.438;
1;265;8.000;4.000;-3.600;;0.532;-59.622;89.14;30.077;5.729;-162.84;83.804;-0.266;-0.14;42.035;
1;266;8.500;4.000;-3.600;;-0.885;-56.768;-89.67;27.942;25.562;69.06;96.225;-0.072;3.10;48.149;
1;267;9.000;4.000;-3.600;;-11.906;-79.442;81.79;33.768;74.021;-51.46;87.281;12.143;8.51;37.569;
1;268;9.500;4.000;-3.600;;0.142;-82.205;89.49;41.174;45.273;6.39;55.748;-3.617;2.36;29.683;
1;269;10.000;4.000;-3.600;;0.981;-62.925;-87.74;31.953;37.921;4.20;64.488;-0.689;0.16;32.588;
1;270;10.500;4.000;-3.600;;-0.162;-51.629;-86.87;25.734;40.792;0.24;72.511;-1.090;-0.07;36.801;
1;271;11.000;4.000;-3.600;;0.321;-38.946;-86.43;19.634;46.270;-8.86;85.840;0.109;-0.16;42.866;
1;272;11.500;4.000;-3.600;;1.085;-12.162;-83.59;6.624;89.313;27.24;120.875;2.608;6.11;59.134;
1;273;12.000;4.000;-3.600;;15.857;-89.191;50.12;52.524;182.000;-17.44;95.541;-16.943;35.26;56.242;
1;274;12.500;4.000;-3.600;;1.212;-89.004;-88.82;45.108;141.753;-7.73;12.796;-13.478;27.40;13.137;
1;275;13.000;4.000;-3.600;;2.340;-43.498;-79.44;22.919;105.111;4.11;47.645;-2.069;0.44;24.857;
1;276;13.500;4.000;-3.600;;1.643;-18.884;-67.75;10.263;105.036;-0.05;82.227;-2.246;0.46;42.236;
1;277;14.000;4.000;-3.600;;11.904;-4.489;-29.74;8.196;107.003;-3.78;134.596;1.697;0.93;66.449;
1;278;14.500;4.000;-3.600;;54.718;-1.358;-1.09;28.038;142.603;8.64;248.641;10.834;9.26;118.904;
1;279;15.000;4.000;-3.600;;123.771;5.169;16.00;59.301;208.600;8.36;447.921;78.805;19.38;184.558;
Extremes;1;0.000;0.000;-3.600;m_1;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;19;9.000;0.000;-3.600;m_1;-15.363;-76.844;-84.14;30.741;86.018;49.65;76.790;10.091;-10.19;33.349;
1;248;15.000;3.500;-3.600;m_2;64.880;10.661;16.85;27.110;45.494;12.48;36.953;-42.157;45.99;39.555;
1;6;2.500;0.000;-3.600;m_2;1.093;-94.637;-87.75;47.865;166.465;176.85;-3.819;-15.354;53.55;5.767;
1;31;15.000;0.000;-3.600;m_T,max,b;128.379;2.996;-13.56;62.691;232.162;-5.31;435.804;77.237;-19.52;179.284;
1;153;14.000;2.000;-3.600;m_T,max,b;-2.154;-3.077;-15.00;0.462;18.993;1.42;18.052;9.243;-85.20;4.405;
1;1;0.000;0.000;-3.600;v_max,b;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;139;7.000;2.000;-3.600;v_max,b;-2.808;-59.320;88.76;28.256;0.922;112.35;70.162;7.281;-0.28;31.441;
1;1;0.000;0.000;-3.600;n_1;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;63;0.000;1.000;-3.600;n_1;25.397;2.306;2.55;11.546;11.041;59.63;-17.566;-24.253;46.98;3.343;
1;1;0.000;0.000;-3.600;n_2;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;218;0.000;3.500;-3.600;n_2;55.096;3.434;-23.62;25.831;35.046;177.29;33.446;-42.632;-45.01;38.039;
1;1;0.000;0.000;-3.600;v_max,m;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;154;14.500;2.000;-3.600;v_max,m;7.706;-2.906;-1.83;5.306;12.489;2.78;2.622;0.016;-68.97;1.303;
Total;;;;;;130.927;10.661;89.91;62.691;254.227;179.75;473.690;84.336;70.32;194.677;
1;;;;;;-15.363;-94.637;-89.93;0.462;0.922;-179.95;-17.566;-42.632;-89.84;1.303;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;m_1;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;19;9.000;0.000;-3.600;m_1;-15.363;-76.844;-84.14;30.741;86.018;49.65;76.790;10.091;-10.19;33.349;
1;248;15.000;3.500;-3.600;m_2;64.880;10.661;16.85;27.110;45.494;12.48;36.953;-42.157;45.99;39.555;
1;6;2.500;0.000;-3.600;m_2;1.093;-94.637;-87.75;47.865;166.465;176.85;-3.819;-15.354;53.55;5.767;
1;31;15.000;0.000;-3.600;m_T,max,b;128.379;2.996;-13.56;62.691;232.162;-5.31;435.804;77.237;-19.52;179.284;
1;153;14.000;2.000;-3.600;m_T,max,b;-2.154;-3.077;-15.00;0.462;18.993;1.42;18.052;9.243;-85.20;4.405;
1;1;0.000;0.000;-3.600;v_max,b;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;139;7.000;2.000;-3.600;v_max,b;-2.808;-59.320;88.76;28.256;0.922;112.35;70.162;7.281;-0.28;31.441;
1;1;0.000;0.000;-3.600;n_1;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;63;0.000;1.000;-3.600;n_1;25.397;2.306;2.55;11.546;11.041;59.63;-17.566;-24.253;46.98;3.343;
1;1;0.000;0.000;-3.600;n_2;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;218;0.000;3.500;-3.600;n_2;55.096;3.434;-23.62;25.831;35.046;177.29;33.446;-42.632;-45.01;38.039;
1;1;0.000;0.000;-3.600;v_max,m;130.927;6.904;10.83;62.011;254.227;-175.04;473.690;84.336;19.53;194.677;
1;154;14.500;2.000;-3.600;v_max,m;7.706;-2.906;-1.83;5.306;12.489;2.78;2.622;0.016;-68.97;1.303;
;;;;;;;;;;;;;;;;
Total;;;;;;130.927;10.661;89.91;62.691;254.227;179.75;473.690;84.336;70.32;194.677;
max/min;;;;;;-15.363;-94.637;-89.93;0.462;0.922;-179.95;-17.566;-42.632;-89.84;1.303;
