Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;Shear Forces [kN/m];;Axial Forces [kN/m];;;
1;254;2.500;4.000;-3.600;;19.013;0.731;2.753;-11.598;11.310;5.676;1.652;2.402;
1;255;3.000;4.000;-3.600;;-15.748;-6.841;8.294;48.295;-60.625;-10.856;-3.821;9.578;
1;256;3.500;4.000;-3.600;;-4.946;2.114;-2.955;70.307;-6.290;-22.695;-0.936;3.140;
1;257;4.000;4.000;-3.600;;14.628;0.945;-2.790;32.163;-1.495;-14.074;-0.033;-0.034;
1;258;4.500;4.000;-3.600;;20.223;0.667;-0.884;12.332;-4.173;-10.496;0.277;-0.005;
1;259;5.000;4.000;-3.600;;22.022;0.913;1.012;-6.851;-4.701;-8.212;0.185;0.062;
1;260;5.500;4.000;-3.600;;18.701;0.988;3.242;-31.803;5.522;-5.645;0.972;0.682;
1;261;6.000;4.000;-3.600;;-11.185;-6.328;3.753;20.558;-60.424;-13.749;-4.187;3.744;
1;262;6.500;4.000;-3.600;;7.758;1.305;-3.142;55.668;-2.592;-17.012;-0.067;1.458;
1;263;7.000;4.000;-3.600;;20.659;0.924;-1.846;21.313;-2.774;-13.444;0.068;-0.059;
1;264;7.500;4.000;-3.600;;23.206;0.664;-0.036;1.169;-4.279;-12.672;0.300;0.000;
1;265;8.000;4.000;-3.600;;21.752;0.948;1.792;-18.806;-3.366;-13.367;0.068;0.061;
1;266;8.500;4.000;-3.600;;11.280;1.434;3.235;-50.540;-0.220;-16.763;-0.044;-1.421;
1;267;9.000;4.000;-3.600;;-11.255;-5.907;-1.915;-10.048;-60.565;-14.055;-4.266;-3.512;
1;268;9.500;4.000;-3.600;;15.936;1.054;-3.053;37.510;3.066;-6.357;0.952;-0.627;
1;269;10.000;4.000;-3.600;;21.926;0.913;-1.084;9.666;-4.136;-8.646;0.177;-0.058;
1;270;10.500;4.000;-3.600;;21.263;0.669;0.782;-9.830;-4.199;-10.747;0.275;0.014;
1;271;11.000;4.000;-3.600;;16.720;0.958;2.584;-29.674;-2.032;-14.162;-0.045;0.056;
1;272;11.500;4.000;-3.600;;-0.147;1.644;3.263;-65.880;-4.268;-22.715;-0.980;-3.205;
1;273;12.000;4.000;-3.600;;-14.814;-6.992;-5.960;-38.125;-61.274;-10.257;-3.725;-9.883;
1;274;12.500;4.000;-3.600;;17.379;0.826;-2.627;18.023;8.995;6.295;1.814;-2.541;
1;275;13.000;4.000;-3.600;;16.973;0.881;-0.242;-2.566;-5.110;-1.645;0.271;-0.087;
1;276;13.500;4.000;-3.600;;12.958;0.781;1.584;-20.447;-3.870;-6.782;0.177;-0.059;
1;277;14.000;4.000;-3.600;;4.783;1.709;3.062;-38.967;-0.706;-12.980;-0.212;-0.162;
1;278;14.500;4.000;-3.600;;-17.133;1.759;1.581;-76.653;-5.980;-25.095;-1.600;-4.147;
1;279;15.000;4.000;-3.600;;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
Extremes;16;7.500;0.000;-3.600;m_x;23.247;0.666;0.308;3.285;4.272;-12.417;0.299;0.001;
1;249;0.000;4.000;-3.600;m_x;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;98;2.000;1.500;-3.600;m_y;-0.670;20.522;0.436;11.064;8.263;1.886;2.904;-1.039;
1;1;0.000;0.000;-3.600;m_y;-59.804;-11.664;-15.349;132.018;61.643;-41.446;-13.515;-12.592;
1;249;0.000;4.000;-3.600;m_xy;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;1;0.000;0.000;-3.600;m_xy;-59.804;-11.664;-15.349;132.018;61.643;-41.446;-13.515;-12.592;
1;249;0.000;4.000;-3.600;v_x;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;279;15.000;4.000;-3.600;v_x;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;31;15.000;0.000;-3.600;v_y;-54.753;-11.652;12.651;-133.159;63.025;-43.031;-14.488;13.416;
1;279;15.000;4.000;-3.600;v_y;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;6;2.500;0.000;-3.600;n_x;19.443;0.700;-1.669;-2.786;-11.569;7.532;1.810;-1.869;
1;279;15.000;4.000;-3.600;n_x;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;98;2.000;1.500;-3.600;n_y;-0.670;20.522;0.436;11.064;8.263;1.886;2.904;-1.039;
1;279;15.000;4.000;-3.600;n_y;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;31;15.000;0.000;-3.600;n_xy;-54.753;-11.652;12.651;-133.159;63.025;-43.031;-14.488;13.416;
1;279;15.000;4.000;-3.600;n_xy;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
Total;;;;;;23.247;20.522;14.746;137.905;63.025;7.532;2.904;13.416;
1;;;;;;-60.207;-11.664;-15.349;-134.593;-62.888;-44.050;-14.883;-13.777;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;16;7.500;0.000;-3.600;m_x;23.247;0.666;0.308;3.285;4.272;-12.417;0.299;0.001;
1;249;0.000;4.000;-3.600;m_x;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;98;2.000;1.500;-3.600;m_y;-0.670;20.522;0.436;11.064;8.263;1.886;2.904;-1.039;
1;1;0.000;0.000;-3.600;m_y;-59.804;-11.664;-15.349;132.018;61.643;-41.446;-13.515;-12.592;
1;249;0.000;4.000;-3.600;m_xy;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;1;0.000;0.000;-3.600;m_xy;-59.804;-11.664;-15.349;132.018;61.643;-41.446;-13.515;-12.592;
1;249;0.000;4.000;-3.600;v_x;-60.207;-11.448;14.746;137.905;-61.256;-39.430;-13.518;12.465;
1;279;15.000;4.000;-3.600;v_x;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;31;15.000;0.000;-3.600;v_y;-54.753;-11.652;12.651;-133.159;63.025;-43.031;-14.488;13.416;
1;279;15.000;4.000;-3.600;v_y;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;6;2.500;0.000;-3.600;n_x;19.443;0.700;-1.669;-2.786;-11.569;7.532;1.810;-1.869;
1;279;15.000;4.000;-3.600;n_x;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;98;2.000;1.500;-3.600;n_y;-0.670;20.522;0.436;11.064;8.263;1.886;2.904;-1.039;
1;279;15.000;4.000;-3.600;n_y;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
1;31;15.000;0.000;-3.600;n_xy;-54.753;-11.652;12.651;-133.159;63.025;-43.031;-14.488;13.416;
1;279;15.000;4.000;-3.600;n_xy;-55.262;-11.641;-12.599;-134.593;-62.888;-44.050;-14.883;-13.777;
;;;;;;;;;;;;;;
Total;;;;;;23.247;20.522;14.746;137.905;63.025;7.532;2.904;13.416;
max/min;;;;;;-60.207;-11.664;-15.349;-134.593;-62.888;-44.050;-14.883;-13.777;
